"","age","workclass","education","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","income"
"26136",44,5,"Bachelors","Married-civ-spouse",11,"Husband","White","Male",0,0,60,"<=50K"
"26137",40,7,"Bachelors","Married-civ-spouse",2,"Husband","White","Male",0,0,40,"<=50K"
"26138",20,5,"Some-college","Never-married",2,"Own-child","White","Female",0,0,35,"<=50K"
"26139",55,5,"HS-grad","Divorced",4,"Unmarried","Black","Male",0,0,48,">50K"
"26140",30,5,"7th-8th","Separated",15,"Not-in-family","White","Male",0,0,35,"<=50K"
"26141",38,5,"HS-grad","Married-civ-spouse",13,"Husband","White","Male",0,0,55,">50K"
"26142",17,5,"11th","Never-married",9,"Own-child","White","Male",0,0,15,"<=50K"
"26143",20,5,"Some-college","Never-married",13,"Own-child","White","Male",0,0,30,"<=50K"
"26144",25,5,"Assoc-acdm","Never-married",14,"Not-in-family","White","Male",0,0,30,"<=50K"
"26145",27,5,"Bachelors","Married-civ-spouse",13,"Husband","White","Male",0,0,45,"<=50K"
"26146",19,5,"Some-college","Never-married",13,"Own-child","White","Female",0,0,20,"<=50K"
"26147",21,5,"Some-college","Married-civ-spouse",13,"Wife","Amer-Indian-Eskimo","Female",0,0,40,"<=50K"
"26148",19,5,"Some-college","Never-married",9,"Own-child","White","Male",0,0,20,"<=50K"
"26149",42,5,"Some-college","Never-married",9,"Not-in-family","White","Male",0,0,40,"<=50K"
"26150",28,5,"10th","Married-civ-spouse",4,"Husband","White","Male",0,0,36,"<=50K"
"26151",47,7,"Some-college","Married-civ-spouse",4,"Husband","White","Male",0,0,40,">50K"
"26152",59,5,"Some-college","Divorced",9,"Unmarried","White","Female",0,0,32,"<=50K"
"26153",50,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,40,">50K"
"26154",48,6,"HS-grad","Married-civ-spouse",5,"Husband","White","Male",0,0,80,"<=50K"
"26155",33,3,"HS-grad","Married-civ-spouse",12,"Husband","White","Male",0,0,40,"<=50K"
"26156",27,5,"Assoc-acdm","Never-married",13,"Not-in-family","White","Female",0,0,40,"<=50K"
"26157",24,5,"7th-8th","Never-married",13,"Own-child","White","Male",0,0,40,"<=50K"
"26158",31,5,"HS-grad","Married-civ-spouse",2,"Wife","White","Female",0,0,40,">50K"
"26159",24,5,"5th-6th","Never-married",6,"Other-relative","Black","Male",0,0,40,"<=50K"
"26160",29,5,"HS-grad","Never-married",5,"Not-in-family","White","Male",0,0,40,"<=50K"
"26161",24,5,"HS-grad","Never-married",8,"Own-child","White","Male",0,0,30,"<=50K"
"26162",24,5,"Bachelors","Never-married",2,"Not-in-family","White","Female",0,0,30,"<=50K"
"26163",28,5,"Some-college","Never-married",5,"Not-in-family","Black","Female",0,0,45,"<=50K"
"26164",63,NA,"HS-grad","Married-civ-spouse",NA,"Husband","White","Male",0,0,40,"<=50K"
"26165",36,2,"Some-college","Married-civ-spouse",7,"Husband","White","Male",0,0,50,"<=50K"
"26166",58,8,"7th-8th","Married-civ-spouse",15,"Husband","White","Male",0,0,40,"<=50K"
"26167",51,5,"Some-college","Divorced",5,"Not-in-family","White","Female",0,0,36,"<=50K"
"26168",42,5,"Some-college","Married-civ-spouse",4,"Husband","White","Male",0,0,50,">50K"
"26169",39,5,"Some-college","Married-civ-spouse",8,"Husband","White","Male",0,0,40,"<=50K"
"26170",26,5,"Bachelors","Never-married",11,"Own-child","Asian-Pac-Islander","Female",0,0,40,"<=50K"
"26171",39,5,"Some-college","Never-married",4,"Not-in-family","White","Male",0,0,40,"<=50K"
"26172",28,5,"Bachelors","Never-married",11,"Not-in-family","White","Male",0,0,45,"<=50K"
"26173",45,5,"Bachelors","Married-spouse-absent",5,"Unmarried","White","Male",0,0,40,"<=50K"
"26174",45,5,"Assoc-voc","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"26175",23,8,"Bachelors","Never-married",11,"Not-in-family","White","Female",0,0,40,"<=50K"
"26176",38,5,"11th","Married-spouse-absent",15,"Own-child","White","Male",0,0,36,"<=50K"
"26177",39,5,"Some-college","Married-civ-spouse",8,"Husband","White","Male",0,0,40,"<=50K"
"26178",52,5,"Assoc-voc","Never-married",6,"Not-in-family","White","Male",0,0,50,"<=50K"
"26179",17,5,"12th","Never-married",13,"Own-child","White","Female",0,0,6,"<=50K"
"26180",31,5,"Bachelors","Married-civ-spouse",5,"Husband","White","Male",0,0,50,"<=50K"
"26181",22,5,"HS-grad","Never-married",15,"Own-child","Black","Male",0,0,24,"<=50K"
"26182",28,5,"Some-college","Never-married",2,"Not-in-family","White","Female",0,0,40,"<=50K"
"26183",30,NA,"HS-grad","Never-married",NA,"Unmarried","Black","Female",0,0,40,"<=50K"
"26184",41,5,"HS-grad","Married-civ-spouse",15,"Husband","White","Male",0,0,50,">50K"
"26185",29,5,"Masters","Never-married",11,"Not-in-family","Black","Male",0,0,42,"<=50K"
"26186",42,7,"Prof-school","Divorced",11,"Unmarried","White","Male",0,0,60,">50K"
"26187",52,2,"Some-college","Married-civ-spouse",2,"Husband","White","Male",0,0,40,"<=50K"
"26188",35,5,"Bachelors","Never-married",11,"Not-in-family","White","Female",0,0,40,"<=50K"
"26189",28,5,"Assoc-acdm","Never-married",2,"Own-child","White","Female",0,0,40,"<=50K"
"26190",45,3,"HS-grad","Married-spouse-absent",2,"Unmarried","Black","Female",0,0,40,"<=50K"
"26191",21,5,"HS-grad","Never-married",15,"Own-child","White","Male",0,0,40,"<=50K"
"26192",74,5,"10th","Married-civ-spouse",2,"Husband","White","Male",0,0,20,"<=50K"
"26193",29,5,"HS-grad","Married-civ-spouse",15,"Other-relative","White","Male",0,0,40,"<=50K"
"26194",39,3,"HS-grad","Divorced",2,"Unmarried","White","Female",0,0,40,"<=50K"
"26195",23,6,"Bachelors","Never-married",6,"Not-in-family","White","Male",0,0,40,"<=50K"
"26196",32,3,"Assoc-acdm","Divorced",5,"Not-in-family","Black","Female",0,0,40,"<=50K"
"26197",61,NA,"10th","Divorced",NA,"Not-in-family","White","Female",0,0,40,"<=50K"
"26198",43,5,"HS-grad","Divorced",5,"Not-in-family","White","Female",0,0,30,">50K"
"26199",23,5,"Preschool","Never-married",9,"Not-in-family","Asian-Pac-Islander","Female",0,0,40,"<=50K"
"26200",18,5,"Some-college","Never-married",2,"Own-child","White","Female",0,0,38,"<=50K"
"26201",38,5,"HS-grad","Married-civ-spouse",7,"Husband","White","Male",0,0,40,"<=50K"
"26202",19,6,"Some-college","Never-married",9,"Own-child","Asian-Pac-Islander","Female",0,0,35,"<=50K"
"26203",37,5,"HS-grad","Divorced",14,"Own-child","White","Male",0,0,45,"<=50K"
"26204",25,5,"HS-grad","Never-married",6,"Own-child","White","Male",0,0,40,"<=50K"
"26205",36,5,"HS-grad","Divorced",15,"Unmarried","White","Male",0,0,43,"<=50K"
"26206",32,5,"Bachelors","Never-married",2,"Not-in-family","White","Female",0,0,48,"<=50K"
"26207",65,NA,"11th","Divorced",NA,"Not-in-family","Asian-Pac-Islander","Female",0,0,15,"<=50K"
"26208",18,7,"11th","Never-married",4,"Own-child","White","Male",0,0,40,"<=50K"
"26209",25,5,"HS-grad","Never-married",15,"Unmarried","White","Male",0,0,40,"<=50K"
"26210",29,5,"Masters","Never-married",13,"Not-in-family","White","Male",0,0,65,"<=50K"
"26211",53,5,"Some-college","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"26212",33,5,"Doctorate","Married-civ-spouse",11,"Husband","White","Male",0,0,60,">50K"
"26213",27,5,"Bachelors","Never-married",4,"Not-in-family","White","Male",0,0,45,"<=50K"
"26214",24,8,"HS-grad","Married-civ-spouse",12,"Husband","White","Male",0,0,40,"<=50K"
"26215",54,7,"7th-8th","Married-civ-spouse",8,"Husband","White","Male",0,0,50,"<=50K"
"26216",23,5,"Some-college","Never-married",13,"Not-in-family","White","Female",0,0,30,"<=50K"
"26217",45,5,"Assoc-voc","Widowed",2,"Not-in-family","Asian-Pac-Islander","Female",0,0,40,"<=50K"
"26218",36,5,"Some-college","Married-civ-spouse",5,"Wife","White","Female",0,0,35,">50K"
"26219",24,5,"HS-grad","Never-married",15,"Unmarried","Black","Male",0,0,40,"<=50K"
"26220",50,5,"HS-grad","Married-spouse-absent",7,"Unmarried","White","Female",0,0,40,"<=50K"
"26221",58,5,"Bachelors","Widowed",5,"Unmarried","White","Female",0,0,40,"<=50K"
"26222",44,6,"HS-grad","Married-civ-spouse",9,"Husband","Black","Male",0,0,48,"<=50K"
"26223",24,5,"Bachelors","Never-married",13,"Own-child","Asian-Pac-Islander","Male",0,0,55,"<=50K"
"26224",34,5,"Assoc-acdm","Married-civ-spouse",4,"Husband","White","Male",0,0,44,"<=50K"
"26225",40,5,"Assoc-acdm","Never-married",14,"Not-in-family","Black","Male",0,0,40,"<=50K"
"26226",53,5,"Bachelors","Divorced",2,"Unmarried","White","Female",0,0,40,"<=50K"
"26227",24,5,"HS-grad","Never-married",2,"Own-child","White","Female",0,0,40,"<=50K"
"26228",58,NA,"Bachelors","Married-civ-spouse",NA,"Husband","White","Male",0,0,70,"<=50K"
"26229",26,5,"Some-college","Married-civ-spouse",4,"Husband","White","Male",0,0,45,"<=50K"
"26230",22,5,"Assoc-acdm","Never-married",7,"Own-child","White","Male",0,0,40,"<=50K"
"26231",36,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"26232",78,NA,"Assoc-acdm","Widowed",NA,"Not-in-family","White","Female",0,0,4,"<=50K"
"26233",36,5,"Bachelors","Married-civ-spouse",11,"Husband","White","Male",0,0,45,">50K"
"26234",43,3,"Bachelors","Married-civ-spouse",11,"Wife","White","Female",0,0,28,"<=50K"
"26235",60,5,"7th-8th","Married-civ-spouse",7,"Husband","White","Male",0,0,40,"<=50K"
"26236",34,7,"7th-8th","Never-married",7,"Unmarried","Black","Male",0,0,10,"<=50K"
"26237",46,5,"Some-college","Married-civ-spouse",2,"Husband","White","Male",0,0,40,"<=50K"
"26238",46,3,"Bachelors","Married-civ-spouse",15,"Husband","Black","Male",0,0,40,"<=50K"
"26239",69,5,"HS-grad","Married-civ-spouse",9,"Husband","White","Male",0,0,20,"<=50K"
"26240",32,5,"10th","Married-civ-spouse",4,"Husband","White","Male",0,0,40,">50K"
"26241",40,3,"Bachelors","Never-married",11,"Not-in-family","White","Male",0,0,50,">50K"
"26242",56,5,"Some-college","Married-civ-spouse",5,"Husband","White","Male",0,0,40,">50K"
"26243",47,5,"HS-grad","Married-civ-spouse",14,"Husband","White","Male",0,0,40,"<=50K"
"26244",29,5,"HS-grad","Married-civ-spouse",8,"Husband","Black","Male",0,0,40,"<=50K"
"26245",37,5,"HS-grad","Married-civ-spouse",8,"Husband","White","Male",0,0,46,"<=50K"
"26246",33,5,"HS-grad","Separated",9,"Unmarried","White","Female",0,0,40,"<=50K"
"26247",51,7,"Prof-school","Divorced",11,"Not-in-family","White","Male",0,0,80,">50K"
"26248",24,5,"Assoc-voc","Married-civ-spouse",8,"Husband","White","Male",0,0,40,"<=50K"
"26249",37,7,"Assoc-voc","Never-married",9,"Own-child","White","Female",0,0,40,"<=50K"
"26250",40,5,"Some-college","Divorced",5,"Not-in-family","White","Male",0,0,40,"<=50K"
"26251",34,5,"Masters","Never-married",5,"Own-child","White","Male",0,0,40,"<=50K"
"26252",61,NA,"Bachelors","Divorced",NA,"Unmarried","White","Female",0,0,40,"<=50K"
"26253",56,6,"HS-grad","Married-civ-spouse",5,"Husband","White","Male",0,0,40,"<=50K"
"26254",69,2,"11th","Widowed",2,"Not-in-family","White","Female",0,0,20,"<=50K"
"26255",41,7,"Assoc-voc","Divorced",9,"Unmarried","White","Female",0,0,10,"<=50K"
"26256",40,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"26257",57,5,"Some-college","Never-married",7,"Own-child","Black","Male",0,0,40,"<=50K"
"26258",26,5,"Bachelors","Married-civ-spouse",5,"Husband","White","Male",0,0,55,"<=50K"
"26259",53,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,46,">50K"
"26260",90,NA,"7th-8th","Separated",NA,"Not-in-family","White","Female",0,0,15,"<=50K"
"26261",39,5,"Bachelors","Divorced",5,"Not-in-family","White","Male",0,0,55,"<=50K"
"26262",51,2,"Bachelors","Widowed",2,"Not-in-family","White","Female",0,0,40,"<=50K"
"26263",56,2,"Bachelors","Married-civ-spouse",5,"Husband","White","Male",0,0,40,">50K"
"26264",51,5,"10th","Separated",2,"Unmarried","Black","Female",0,0,40,"<=50K"
"26265",17,5,"12th","Never-married",11,"Own-child","White","Male",0,0,20,"<=50K"
"26266",42,5,"Some-college","Divorced",2,"Own-child","White","Female",0,0,40,"<=50K"
"26267",33,5,"Bachelors","Married-civ-spouse",11,"Husband","White","Male",0,0,40,">50K"
"26268",47,5,"Prof-school","Married-civ-spouse",11,"Husband","White","Male",0,0,60,">50K"
"26269",43,5,"Some-college","Divorced",8,"Not-in-family","White","Male",0,0,40,"<=50K"
"26270",64,7,"Prof-school","Married-civ-spouse",11,"Husband","White","Male",0,0,9,">50K"
"26271",40,5,"HS-grad","Divorced",15,"Not-in-family","White","Male",0,0,60,">50K"
"26272",21,5,"5th-6th","Never-married",7,"Not-in-family","White","Male",0,0,40,"<=50K"
"26273",31,5,"Some-college","Married-civ-spouse",5,"Husband","White","Male",0,0,40,"<=50K"
"26274",60,5,"Assoc-voc","Widowed",5,"Unmarried","Asian-Pac-Islander","Female",0,0,40,">50K"
"26275",32,5,"12th","Married-civ-spouse",13,"Husband","White","Male",0,0,40,">50K"
"26276",27,5,"HS-grad","Never-married",4,"Own-child","Black","Male",0,0,20,"<=50K"
"26277",40,5,"HS-grad","Married-civ-spouse",5,"Wife","White","Female",0,0,40,"<=50K"
"26278",27,5,"HS-grad","Married-civ-spouse",9,"Wife","White","Female",0,0,40,">50K"
"26279",18,5,"Some-college","Never-married",9,"Own-child","White","Male",0,0,30,"<=50K"
"26280",43,5,"HS-grad","Separated",9,"Not-in-family","Black","Female",0,0,40,"<=50K"
"26281",52,5,"HS-grad","Married-civ-spouse",8,"Husband","White","Male",0,0,48,">50K"
"26282",31,5,"HS-grad","Never-married",9,"Not-in-family","White","Male",0,0,85,"<=50K"
"26283",28,5,"HS-grad","Married-civ-spouse",15,"Husband","White","Male",0,0,60,"<=50K"
"26284",44,5,"Masters","Never-married",11,"Not-in-family","White","Female",0,0,35,"<=50K"
"26285",37,7,"Some-college","Married-civ-spouse",6,"Husband","White","Male",0,0,84,"<=50K"
"26286",35,5,"Bachelors","Married-civ-spouse",5,"Husband","White","Male",0,0,50,">50K"
"26287",42,5,"9th","Separated",4,"Unmarried","Black","Male",0,0,40,"<=50K"
"26288",18,5,"10th","Never-married",9,"Own-child","Black","Male",0,0,10,"<=50K"
"26289",54,2,"HS-grad","Married-civ-spouse",2,"Husband","White","Male",0,0,40,">50K"
"26290",56,5,"Some-college","Divorced",2,"Not-in-family","White","Female",0,0,45,"<=50K"
"26291",27,5,"Some-college","Never-married",13,"Unmarried","White","Male",0,0,50,"<=50K"
"26292",26,5,"Bachelors","Never-married",2,"Own-child","White","Female",0,0,40,"<=50K"
"26293",41,3,"Some-college","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"26294",41,5,"HS-grad","Married-civ-spouse",7,"Husband","White","Male",0,0,40,"<=50K"
"26295",32,5,"Some-college","Divorced",8,"Unmarried","White","Female",0,0,40,"<=50K"
"26296",18,5,"HS-grad","Never-married",2,"Own-child","White","Female",0,0,30,"<=50K"
"26297",36,5,"HS-grad","Married-civ-spouse",7,"Husband","White","Male",0,0,65,"<=50K"
"26298",37,5,"10th","Never-married",7,"Not-in-family","White","Male",0,0,40,"<=50K"
"26299",31,5,"5th-6th","Never-married",6,"Own-child","White","Male",0,0,25,"<=50K"
"26300",46,5,"Bachelors","Married-civ-spouse",5,"Husband","White","Male",0,0,51,"<=50K"
"26301",24,5,"HS-grad","Divorced",8,"Not-in-family","White","Male",0,0,40,"<=50K"
"26302",25,6,"Bachelors","Never-married",5,"Own-child","Asian-Pac-Islander","Male",0,0,35,"<=50K"
"26303",55,5,"5th-6th","Married-civ-spouse",4,"Husband","White","Male",0,0,50,"<=50K"
"26304",64,3,"HS-grad","Widowed",5,"Not-in-family","White","Male",0,0,40,"<=50K"
"26305",30,3,"Bachelors","Never-married",11,"Not-in-family","White","Female",0,0,40,"<=50K"
"26306",65,5,"Masters","Never-married",11,"Not-in-family","White","Male",0,0,99,"<=50K"
"26307",46,2,"Bachelors","Divorced",11,"Not-in-family","White","Male",0,0,40,"<=50K"
"26308",18,5,"Some-college","Never-married",13,"Own-child","White","Female",0,0,25,"<=50K"
"26309",32,5,"Bachelors","Married-civ-spouse",5,"Husband","White","Male",0,0,40,"<=50K"
"26310",34,8,"Doctorate","Married-civ-spouse",11,"Husband","White","Male",0,0,45,">50K"
"26311",24,5,"Some-college","Never-married",13,"Other-relative","White","Male",0,0,35,"<=50K"
"26312",36,5,"10th","Never-married",7,"Not-in-family","White","Female",0,0,34,"<=50K"
"26313",44,5,"7th-8th","Married-civ-spouse",8,"Husband","Other","Male",0,0,40,"<=50K"
"26314",23,5,"Some-college","Never-married",2,"Not-in-family","White","Female",0,0,60,"<=50K"
"26315",57,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,55,"<=50K"
"26316",41,7,"Some-college","Married-civ-spouse",13,"Husband","White","Male",0,0,60,">50K"
"26317",20,3,"HS-grad","Married-civ-spouse",12,"Husband","Black","Male",0,0,30,"<=50K"
"26318",32,5,"Some-college","Married-civ-spouse",4,"Husband","White","Male",0,0,36,"<=50K"
"26319",38,6,"Bachelors","Never-married",4,"Not-in-family","White","Female",0,0,20,"<=50K"
"26320",29,5,"HS-grad","Never-married",15,"Not-in-family","White","Female",0,0,45,"<=50K"
"26321",22,5,"HS-grad","Never-married",4,"Own-child","White","Male",0,0,40,"<=50K"
"26322",21,5,"Some-college","Never-married",13,"Own-child","Asian-Pac-Islander","Male",0,0,30,"<=50K"
"26323",45,8,"Masters","Divorced",5,"Not-in-family","White","Male",0,0,45,"<=50K"
"26324",76,3,"HS-grad","Widowed",9,"Not-in-family","White","Female",0,0,13,"<=50K"
"26325",45,5,"Bachelors","Married-civ-spouse",8,"Husband","White","Male",0,0,40,">50K"
"26326",49,3,"Masters","Separated",11,"Unmarried","White","Female",0,0,70,"<=50K"
"26327",36,3,"Assoc-voc","Never-married",12,"Not-in-family","Black","Female",0,0,60,">50K"
"26328",22,5,"11th","Never-married",4,"Own-child","White","Male",0,0,35,"<=50K"
"26329",47,5,"Assoc-voc","Divorced",11,"Unmarried","White","Female",0,0,44,"<=50K"
"26330",26,5,"HS-grad","Married-AF-spouse",13,"Husband","White","Male",0,0,55,"<=50K"
"26331",21,5,"Some-college","Divorced",4,"Own-child","White","Male",0,0,40,"<=50K"
"26332",27,5,"HS-grad","Never-married",15,"Own-child","White","Female",0,0,15,"<=50K"
"26333",26,5,"Bachelors","Never-married",9,"Not-in-family","White","Male",0,0,40,"<=50K"
"26334",20,5,"Assoc-voc","Never-married",14,"Own-child","White","Female",0,0,25,"<=50K"
"26335",31,7,"Masters","Never-married",11,"Not-in-family","White","Male",0,0,45,"<=50K"
"26336",57,3,"Masters","Divorced",9,"Unmarried","Black","Female",0,0,40,"<=50K"
"26337",39,5,"11th","Divorced",13,"Other-relative","White","Female",0,0,40,"<=50K"
"26338",66,5,"Some-college","Married-civ-spouse",5,"Husband","White","Male",0,0,45,"<=50K"
"26339",34,3,"Some-college","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"26340",80,NA,"HS-grad","Married-civ-spouse",NA,"Husband","White","Male",0,0,25,"<=50K"
"26341",21,5,"HS-grad","Never-married",9,"Other-relative","White","Female",0,0,40,"<=50K"
"26342",49,3,"Assoc-acdm","Divorced",2,"Not-in-family","White","Female",0,0,30,"<=50K"
"26343",42,5,"11th","Married-civ-spouse",15,"Husband","Black","Male",0,0,40,"<=50K"
"26344",59,5,"HS-grad","Married-civ-spouse",15,"Husband","White","Male",0,0,45,"<=50K"
"26345",63,5,"Some-college","Divorced",9,"Not-in-family","White","Female",0,0,40,"<=50K"
"26346",26,5,"HS-grad","Never-married",4,"Other-relative","White","Male",0,0,40,"<=50K"
"26347",41,5,"9th","Divorced",9,"Other-relative","White","Female",0,0,35,"<=50K"
"26348",19,5,"HS-grad","Never-married",9,"Own-child","White","Male",0,0,20,"<=50K"
"26349",45,3,"11th","Married-civ-spouse",9,"Wife","White","Female",0,0,25,"<=50K"
"26350",47,5,"HS-grad","Married-civ-spouse",9,"Wife","White","Female",0,0,30,">50K"
"26351",47,5,"HS-grad","Divorced",2,"Not-in-family","White","Female",0,0,40,"<=50K"
"26352",34,5,"Assoc-voc","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"26353",36,5,"HS-grad","Divorced",15,"Not-in-family","White","Male",0,0,40,"<=50K"
"26354",53,5,"HS-grad","Widowed",4,"Unmarried","White","Male",0,0,40,">50K"
"26355",39,5,"HS-grad","Divorced",7,"Not-in-family","White","Male",0,0,40,"<=50K"
"26356",52,7,"Assoc-voc","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"26357",59,5,"Assoc-voc","Never-married",4,"Not-in-family","Asian-Pac-Islander","Male",0,0,40,"<=50K"
"26358",50,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,50,">50K"
"26359",31,5,"Bachelors","Married-civ-spouse",14,"Husband","Asian-Pac-Islander","Male",0,0,40,">50K"
"26360",52,NA,"Some-college","Married-civ-spouse",NA,"Wife","White","Female",0,0,40,">50K"
"26361",41,7,"Some-college","Married-civ-spouse",5,"Husband","White","Male",0,0,40,">50K"
"26362",45,5,"Assoc-acdm","Widowed",14,"Unmarried","White","Male",0,0,40,">50K"
"26363",54,3,"Masters","Divorced",11,"Not-in-family","White","Female",0,0,40,"<=50K"
"26364",22,5,"HS-grad","Never-married",6,"Not-in-family","White","Male",0,0,25,"<=50K"
"26365",20,NA,"Assoc-acdm","Never-married",NA,"Not-in-family","White","Female",0,0,32,"<=50K"
"26366",43,5,"HS-grad","Divorced",2,"Not-in-family","White","Female",0,0,40,"<=50K"
"26367",48,3,"Bachelors","Married-civ-spouse",11,"Husband","White","Male",0,0,40,"<=50K"
"26368",26,5,"HS-grad","Married-civ-spouse",2,"Husband","White","Male",0,0,40,"<=50K"
"26369",53,5,"Bachelors","Married-civ-spouse",4,"Husband","White","Male",0,0,40,">50K"
"26370",32,8,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,49,">50K"
"26371",46,5,"HS-grad","Married-civ-spouse",4,"Husband","Black","Male",0,0,40,"<=50K"
"26372",60,NA,"Bachelors","Married-civ-spouse",NA,"Husband","White","Male",0,0,12,"<=50K"
"26373",52,3,"HS-grad","Divorced",2,"Not-in-family","White","Female",0,0,45,"<=50K"
"26374",44,5,"HS-grad","Divorced",2,"Not-in-family","White","Female",0,0,40,"<=50K"
"26375",57,5,"HS-grad","Married-civ-spouse",5,"Husband","White","Male",0,0,40,"<=50K"
"26376",35,5,"HS-grad","Never-married",9,"Unmarried","Black","Female",0,0,40,"<=50K"
"26377",30,5,"Assoc-acdm","Never-married",14,"Not-in-family","White","Female",0,0,40,"<=50K"
"26378",29,5,"Some-college","Never-married",7,"Not-in-family","White","Male",0,0,35,"<=50K"
"26379",28,5,"10th","Never-married",7,"Not-in-family","White","Male",0,0,40,"<=50K"
"26380",30,5,"Some-college","Separated",2,"Unmarried","Black","Female",0,0,40,"<=50K"
"26381",17,5,"10th","Never-married",9,"Own-child","White","Male",0,0,12,"<=50K"
"26382",54,3,"10th","Married-civ-spouse",2,"Husband","White","Male",0,0,40,"<=50K"
"26383",31,5,"Some-college","Married-civ-spouse",2,"Husband","White","Male",0,0,40,"<=50K"
"26384",55,NA,"Bachelors","Married-civ-spouse",NA,"Husband","White","Male",0,0,40,"<=50K"
"26385",26,5,"Assoc-acdm","Married-civ-spouse",2,"Own-child","White","Female",0,0,40,"<=50K"
"26386",37,5,"9th","Married-civ-spouse",7,"Husband","White","Male",0,0,50,"<=50K"
"26387",34,5,"HS-grad","Divorced",4,"Not-in-family","Amer-Indian-Eskimo","Male",0,0,48,">50K"
"26388",38,5,"Bachelors","Married-civ-spouse",11,"Husband","White","Male",0,0,40,"<=50K"
"26389",51,5,"Some-college","Married-civ-spouse",5,"Husband","White","Male",0,0,45,"<=50K"
"26390",41,5,"HS-grad","Never-married",5,"Not-in-family","Asian-Pac-Islander","Male",0,0,60,"<=50K"
"26391",24,5,"Some-college","Never-married",7,"Not-in-family","White","Male",0,0,40,"<=50K"
"26392",33,5,"HS-grad","Never-married",4,"Own-child","Asian-Pac-Islander","Male",0,0,40,"<=50K"
"26393",31,5,"10th","Married-civ-spouse",8,"Husband","White","Male",0,0,40,"<=50K"
"26394",27,5,"Some-college","Never-married",7,"Not-in-family","Black","Male",0,0,50,"<=50K"
"26395",32,7,"Bachelors","Married-civ-spouse",13,"Other-relative","White","Male",0,0,45,"<=50K"
"26396",35,5,"Assoc-acdm","Married-civ-spouse",5,"Husband","White","Male",0,0,40,"<=50K"
"26397",43,5,"Some-college","Married-civ-spouse",4,"Husband","White","Male",0,0,45,">50K"
"26398",40,5,"HS-grad","Divorced",9,"Unmarried","White","Female",0,0,36,"<=50K"
"26399",19,7,"HS-grad","Never-married",9,"Own-child","White","Male",0,0,53,"<=50K"
"26400",23,5,"Assoc-acdm","Never-married",7,"Own-child","White","Male",0,0,32,"<=50K"
"26401",40,5,"HS-grad","Separated",8,"Unmarried","White","Male",0,0,40,"<=50K"
"26402",59,5,"HS-grad","Divorced",4,"Not-in-family","White","Male",0,0,38,">50K"
"26403",43,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"26404",43,7,"10th","Married-civ-spouse",4,"Husband","White","Male",0,0,60,"<=50K"
"26405",53,5,"HS-grad","Widowed",8,"Not-in-family","White","Female",0,0,40,"<=50K"
"26406",26,5,"HS-grad","Married-civ-spouse",13,"Husband","White","Male",0,0,40,"<=50K"
"26407",41,5,"Bachelors","Married-civ-spouse",13,"Husband","White","Male",0,0,48,">50K"
"26408",32,7,"HS-grad","Divorced",4,"Unmarried","White","Male",0,0,40,"<=50K"
"26409",25,8,"Bachelors","Never-married",5,"Not-in-family","White","Male",0,0,40,"<=50K"
"26410",20,5,"HS-grad","Never-married",9,"Own-child","White","Male",0,0,40,"<=50K"
"26411",22,5,"Some-college","Never-married",9,"Not-in-family","White","Male",0,0,15,"<=50K"
"26412",33,5,"10th","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"26413",26,3,"Some-college","Married-civ-spouse",9,"Other-relative","White","Male",0,0,40,"<=50K"
"26414",29,5,"HS-grad","Never-married",9,"Unmarried","Black","Female",0,0,25,"<=50K"
"26415",20,5,"HS-grad","Never-married",13,"Own-child","White","Female",0,0,23,"<=50K"
"26416",58,5,"Some-college","Divorced",11,"Unmarried","White","Female",0,0,40,"<=50K"
"26417",32,5,"HS-grad","Divorced",8,"Not-in-family","White","Male",0,0,40,"<=50K"
"26418",23,5,"Assoc-acdm","Never-married",9,"Not-in-family","White","Female",0,0,25,"<=50K"
"26419",30,5,"9th","Married-civ-spouse",9,"Husband","White","Male",0,0,40,"<=50K"
"26420",67,8,"Some-college","Married-civ-spouse",6,"Husband","White","Male",0,0,8,"<=50K"
"26421",26,5,"Assoc-acdm","Never-married",2,"Unmarried","White","Female",0,0,32,"<=50K"
"26422",53,7,"HS-grad","Married-civ-spouse",5,"Husband","White","Male",0,0,35,"<=50K"
